year,cancerType,state,stat,value
1999,Infectious,MA,deaths,1471
1999,Infectious,MA,population,6317345
1999,Infectious,MA,crude_rate,23.3
2000,Infectious,MA,deaths,1406
2000,Infectious,MA,population,6349097
2000,Infectious,MA,crude_rate,22.1
2001,Infectious,MA,deaths,1488
2001,Infectious,MA,population,6397634
2001,Infectious,MA,crude_rate,23.3
2002,Infectious,MA,deaths,1534
2002,Infectious,MA,population,6417206
2002,Infectious,MA,crude_rate,23.9
2003,Infectious,MA,deaths,1552
2003,Infectious,MA,population,6422565
2003,Infectious,MA,crude_rate,24.2
2004,Infectious,MA,deaths,1543
2004,Infectious,MA,population,6412281
2004,Infectious,MA,crude_rate,24.1
2005,Infectious,MA,deaths,1598
2005,Infectious,MA,population,6403290
2005,Infectious,MA,crude_rate,25
2006,Infectious,MA,deaths,1556
2006,Infectious,MA,population,6410084
2006,Infectious,MA,crude_rate,24.3
2007,Infectious,MA,deaths,1496
2007,Infectious,MA,population,6431559
2007,Infectious,MA,crude_rate,23.3
2008,Infectious,MA,deaths,1476
2008,Infectious,MA,population,6468967
2008,Infectious,MA,crude_rate,22.8
2009,Infectious,MA,deaths,1496
2009,Infectious,MA,population,6517613
2009,Infectious,MA,crude_rate,23
2010,Infectious,MA,deaths,1551
2010,Infectious,MA,population,6547629
2010,Infectious,MA,crude_rate,23.7
1999,Infectious,MI,deaths,1841
1999,Infectious,MI,population,9897116
1999,Infectious,MI,crude_rate,18.6
2000,Infectious,MI,deaths,1705
2000,Infectious,MI,population,9938444
2000,Infectious,MI,crude_rate,17.2
2001,Infectious,MI,deaths,1551
2001,Infectious,MI,population,9991120
2001,Infectious,MI,crude_rate,15.5
2002,Infectious,MI,deaths,1681
2002,Infectious,MI,population,10015710
2002,Infectious,MI,crude_rate,16.8
2003,Infectious,MI,deaths,1603
2003,Infectious,MI,population,10041152
2003,Infectious,MI,crude_rate,16
2004,Infectious,MI,deaths,1569
2004,Infectious,MI,population,10055315
2004,Infectious,MI,crude_rate,15.6
2005,Infectious,MI,deaths,1777
2005,Infectious,MI,population,10051137
2005,Infectious,MI,crude_rate,17.7
2006,Infectious,MI,deaths,1737
2006,Infectious,MI,population,10036081
2006,Infectious,MI,crude_rate,17.3
2007,Infectious,MI,deaths,1769
2007,Infectious,MI,population,10001284
2007,Infectious,MI,crude_rate,17.7
2008,Infectious,MI,deaths,1902
2008,Infectious,MI,population,9946889
2008,Infectious,MI,crude_rate,19.1
2009,Infectious,MI,deaths,1867
2009,Infectious,MI,population,9901591
2009,Infectious,MI,crude_rate,18.9
2010,Infectious,MI,deaths,1872
2010,Infectious,MI,population,9883640
2010,Infectious,MI,crude_rate,18.9
1999,Infectious,MN,deaths,495
1999,Infectious,MN,population,4873481
1999,Infectious,MN,crude_rate,10.2
2000,Infectious,MN,deaths,466
2000,Infectious,MN,population,4919479
2000,Infectious,MN,crude_rate,9.5
2001,Infectious,MN,deaths,457
2001,Infectious,MN,population,4982796
2001,Infectious,MN,crude_rate,9.2
2002,Infectious,MN,deaths,538
2002,Infectious,MN,population,5018935
2002,Infectious,MN,crude_rate,10.7
2003,Infectious,MN,deaths,554
2003,Infectious,MN,population,5053572
2003,Infectious,MN,crude_rate,11
2004,Infectious,MN,deaths,517
2004,Infectious,MN,population,5087713
2004,Infectious,MN,crude_rate,10.2
2005,Infectious,MN,deaths,542
2005,Infectious,MN,population,5119598
2005,Infectious,MN,crude_rate,10.6
2006,Infectious,MN,deaths,566
2006,Infectious,MN,population,5163555
2006,Infectious,MN,crude_rate,11
2007,Infectious,MN,deaths,641
2007,Infectious,MN,population,5207203
2007,Infectious,MN,crude_rate,12.3
2008,Infectious,MN,deaths,638
2008,Infectious,MN,population,5247018
2008,Infectious,MN,crude_rate,12.2
2009,Infectious,MN,deaths,656
2009,Infectious,MN,population,5281203
2009,Infectious,MN,crude_rate,12.4
2010,Infectious,MN,deaths,678
2010,Infectious,MN,population,5303925
2010,Infectious,MN,crude_rate,12.8
1999,Infectious,MS,deaths,721
1999,Infectious,MS,population,2828408
1999,Infectious,MS,crude_rate,25.5
2000,Infectious,MS,deaths,816
2000,Infectious,MS,population,2844658
2000,Infectious,MS,crude_rate,28.7
2001,Infectious,MS,deaths,833
2001,Infectious,MS,population,2852994
2001,Infectious,MS,crude_rate,29.2
2002,Infectious,MS,deaths,857
2002,Infectious,MS,population,2858681
2002,Infectious,MS,crude_rate,30
2003,Infectious,MS,deaths,875
2003,Infectious,MS,population,2868312
2003,Infectious,MS,crude_rate,30.5
2004,Infectious,MS,deaths,827
2004,Infectious,MS,population,2889010
2004,Infectious,MS,crude_rate,28.6
2005,Infectious,MS,deaths,902
2005,Infectious,MS,population,2905943
2005,Infectious,MS,crude_rate,31
2006,Infectious,MS,deaths,877
2006,Infectious,MS,population,2904978
2006,Infectious,MS,crude_rate,30.2
2007,Infectious,MS,deaths,848
2007,Infectious,MS,population,2928350
2007,Infectious,MS,crude_rate,29
2008,Infectious,MS,deaths,883
2008,Infectious,MS,population,2947806
2008,Infectious,MS,crude_rate,30
2009,Infectious,MS,deaths,893
2009,Infectious,MS,population,2958774
2009,Infectious,MS,crude_rate,30.2
2010,Infectious,MS,deaths,840
2010,Infectious,MS,population,2967297
2010,Infectious,MS,crude_rate,28.3
1999,Infectious,MO,deaths,1079
1999,Infectious,MO,population,5561948
1999,Infectious,MO,crude_rate,19.4
2000,Infectious,MO,deaths,1060
2000,Infectious,MO,population,5595211
2000,Infectious,MO,crude_rate,18.9
2001,Infectious,MO,deaths,1034
2001,Infectious,MO,population,5641142
2001,Infectious,MO,crude_rate,18.3
2002,Infectious,MO,deaths,1314
2002,Infectious,MO,population,5674825
2002,Infectious,MO,crude_rate,23.2
2003,Infectious,MO,deaths,1335
2003,Infectious,MO,population,5709403
2003,Infectious,MO,crude_rate,23.4
2004,Infectious,MO,deaths,1288
2004,Infectious,MO,population,5747741
2004,Infectious,MO,crude_rate,22.4
2005,Infectious,MO,deaths,1377
2005,Infectious,MO,population,5790300
2005,Infectious,MO,crude_rate,23.8
2006,Infectious,MO,deaths,1361
2006,Infectious,MO,population,5842704
2006,Infectious,MO,crude_rate,23.3
2007,Infectious,MO,deaths,1342
2007,Infectious,MO,population,5887612
2007,Infectious,MO,crude_rate,22.8
2008,Infectious,MO,deaths,1475
2008,Infectious,MO,population,5923916
2008,Infectious,MO,crude_rate,24.9
2009,Infectious,MO,deaths,1423
2009,Infectious,MO,population,5961088
2009,Infectious,MO,crude_rate,23.9
2010,Infectious,MO,deaths,1338
2010,Infectious,MO,population,5988927
2010,Infectious,MO,crude_rate,22.3
1999,Infectious,MT,deaths,118
1999,Infectious,MT,population,897507
1999,Infectious,MT,crude_rate,13.1
2000,Infectious,MT,deaths,110
2000,Infectious,MT,population,902195
2000,Infectious,MT,crude_rate,12.2
2001,Infectious,MT,deaths,113
2001,Infectious,MT,population,906961
2001,Infectious,MT,crude_rate,12.5
2002,Infectious,MT,deaths,113
2002,Infectious,MT,population,911667
2002,Infectious,MT,crude_rate,12.4
2003,Infectious,MT,deaths,148
2003,Infectious,MT,population,919630
2003,Infectious,MT,crude_rate,16.1
2004,Infectious,MT,deaths,123
2004,Infectious,MT,population,930009
2004,Infectious,MT,crude_rate,13.2
2005,Infectious,MT,deaths,117
2005,Infectious,MT,population,940102
2005,Infectious,MT,crude_rate,12.4
2006,Infectious,MT,deaths,147
2006,Infectious,MT,population,952692
2006,Infectious,MT,crude_rate,15.4
2007,Infectious,MT,deaths,140
2007,Infectious,MT,population,964706
2007,Infectious,MT,crude_rate,14.5
2008,Infectious,MT,deaths,129
2008,Infectious,MT,population,976415
2008,Infectious,MT,crude_rate,13.2
2009,Infectious,MT,deaths,162
2009,Infectious,MT,population,983982
2009,Infectious,MT,crude_rate,16.5
2010,Infectious,MT,deaths,160
2010,Infectious,MT,population,989415
2010,Infectious,MT,crude_rate,16.2
1999,Infectious,NE,deaths,194
1999,Infectious,NE,population,1704764
1999,Infectious,NE,crude_rate,11.4
2000,Infectious,NE,deaths,189
2000,Infectious,NE,population,1711263
2000,Infectious,NE,crude_rate,11
2001,Infectious,NE,deaths,212
2001,Infectious,NE,population,1719836
2001,Infectious,NE,crude_rate,12.3
2002,Infectious,NE,deaths,267
2002,Infectious,NE,population,1728292
2002,Infectious,NE,crude_rate,15.4
2003,Infectious,NE,deaths,252
2003,Infectious,NE,population,1738643
2003,Infectious,NE,crude_rate,14.5
2004,Infectious,NE,deaths,212
2004,Infectious,NE,population,1749370
2004,Infectious,NE,crude_rate,12.1
2005,Infectious,NE,deaths,231
2005,Infectious,NE,population,1761497
2005,Infectious,NE,crude_rate,13.1
2006,Infectious,NE,deaths,250
2006,Infectious,NE,population,1772693
2006,Infectious,NE,crude_rate,14.1
2007,Infectious,NE,deaths,275
2007,Infectious,NE,population,1783440
2007,Infectious,NE,crude_rate,15.4
2008,Infectious,NE,deaths,288
2008,Infectious,NE,population,1796378
2008,Infectious,NE,crude_rate,16
2009,Infectious,NE,deaths,252
2009,Infectious,NE,population,1812683
2009,Infectious,NE,crude_rate,13.9
2010,Infectious,NE,deaths,245
2010,Infectious,NE,population,1826341
2010,Infectious,NE,crude_rate,13.4
1999,Infectious,NV,deaths,495
1999,Infectious,NV,population,1934718
1999,Infectious,NV,crude_rate,25.6
2000,Infectious,NV,deaths,495
2000,Infectious,NV,population,1998257
2000,Infectious,NV,crude_rate,24.8
2001,Infectious,NV,deaths,552
2001,Infectious,NV,population,2098399
2001,Infectious,NV,crude_rate,26.3
2002,Infectious,NV,deaths,525
2002,Infectious,NV,population,2173791
2002,Infectious,NV,crude_rate,24.2
2003,Infectious,NV,deaths,604
2003,Infectious,NV,population,2248850
2003,Infectious,NV,crude_rate,26.9
2004,Infectious,NV,deaths,605
2004,Infectious,NV,population,2346222
2004,Infectious,NV,crude_rate,25.8
2005,Infectious,NV,deaths,645
2005,Infectious,NV,population,2432143
2005,Infectious,NV,crude_rate,26.5
2006,Infectious,NV,deaths,607
2006,Infectious,NV,population,2522658
2006,Infectious,NV,crude_rate,24.1
2007,Infectious,NV,deaths,640
2007,Infectious,NV,population,2601072
2007,Infectious,NV,crude_rate,24.6
2008,Infectious,NV,deaths,591
2008,Infectious,NV,population,2653630
2008,Infectious,NV,crude_rate,22.3
2009,Infectious,NV,deaths,577
2009,Infectious,NV,population,2684665
2009,Infectious,NV,crude_rate,21.5
2010,Infectious,NV,deaths,588
2010,Infectious,NV,population,2700551
2010,Infectious,NV,crude_rate,21.8
1999,Infectious,NH,deaths,119
1999,Infectious,NH,population,1222014
1999,Infectious,NH,crude_rate,9.7
2000,Infectious,NH,deaths,114
2000,Infectious,NH,population,1235786
2000,Infectious,NH,crude_rate,9.2
2001,Infectious,NH,deaths,118
2001,Infectious,NH,population,1255517
2001,Infectious,NH,crude_rate,9.4
2002,Infectious,NH,deaths,147
2002,Infectious,NH,population,1269089
2002,Infectious,NH,crude_rate,11.6
2003,Infectious,NH,deaths,169
2003,Infectious,NH,population,1279840
2003,Infectious,NH,crude_rate,13.2
2004,Infectious,NH,deaths,197
2004,Infectious,NH,population,1290121
2004,Infectious,NH,crude_rate,15.3
2005,Infectious,NH,deaths,202
2005,Infectious,NH,population,1298492
2005,Infectious,NH,crude_rate,15.6
2006,Infectious,NH,deaths,196
2006,Infectious,NH,population,1308389
2006,Infectious,NH,crude_rate,15
2007,Infectious,NH,deaths,254
2007,Infectious,NH,population,1312540
2007,Infectious,NH,crude_rate,19.4
2008,Infectious,NH,deaths,214
2008,Infectious,NH,population,1315906
2008,Infectious,NH,crude_rate,16.3
2009,Infectious,NH,deaths,248
2009,Infectious,NH,population,1316102
2009,Infectious,NH,crude_rate,18.8
2010,Infectious,NH,deaths,223
2010,Infectious,NH,population,1316470
2010,Infectious,NH,crude_rate,16.9
1999,Infectious,NJ,deaths,3072
1999,Infectious,NJ,population,8359592
1999,Infectious,NJ,crude_rate,36.7
2000,Infectious,NJ,deaths,2981
2000,Infectious,NJ,population,8414350
2000,Infectious,NJ,crude_rate,35.4
2001,Infectious,NJ,deaths,3057
2001,Infectious,NJ,population,8492671
2001,Infectious,NJ,crude_rate,36
2002,Infectious,NJ,deaths,3191
2002,Infectious,NJ,population,8552643
2002,Infectious,NJ,crude_rate,37.3
2003,Infectious,NJ,deaths,3059
2003,Infectious,NJ,population,8601402
2003,Infectious,NJ,crude_rate,35.6
2004,Infectious,NJ,deaths,3156
2004,Infectious,NJ,population,8634561
2004,Infectious,NJ,crude_rate,36.6
2005,Infectious,NJ,deaths,3156
2005,Infectious,NJ,population,8651974
2005,Infectious,NJ,crude_rate,36.5
2006,Infectious,NJ,deaths,3091
2006,Infectious,NJ,population,8661679
2006,Infectious,NJ,crude_rate,35.7
2007,Infectious,NJ,deaths,2833
2007,Infectious,NJ,population,8677885
2007,Infectious,NJ,crude_rate,32.6
2008,Infectious,NJ,deaths,2943
2008,Infectious,NJ,population,8711090
2008,Infectious,NJ,crude_rate,33.8
2009,Infectious,NJ,deaths,2781
2009,Infectious,NJ,population,8755602
2009,Infectious,NJ,crude_rate,31.8
2010,Infectious,NJ,deaths,2734
2010,Infectious,NJ,population,8791894
2010,Infectious,NJ,crude_rate,31.1
1999,Infectious,NM,deaths,279
1999,Infectious,NM,population,1808082
1999,Infectious,NM,crude_rate,15.4
2000,Infectious,NM,deaths,243
2000,Infectious,NM,population,1819046
2000,Infectious,NM,crude_rate,13.4
2001,Infectious,NM,deaths,267
2001,Infectious,NM,population,1831690
2001,Infectious,NM,crude_rate,14.6
2002,Infectious,NM,deaths,276
2002,Infectious,NM,population,1855309
2002,Infectious,NM,crude_rate,14.9
2003,Infectious,NM,deaths,301
2003,Infectious,NM,population,1877574
2003,Infectious,NM,crude_rate,16
2004,Infectious,NM,deaths,278
2004,Infectious,NM,population,1903808
2004,Infectious,NM,crude_rate,14.6
2005,Infectious,NM,deaths,322
2005,Infectious,NM,population,1932274
2005,Infectious,NM,crude_rate,16.7
2006,Infectious,NM,deaths,367
2006,Infectious,NM,population,1962137
2006,Infectious,NM,crude_rate,18.7
2007,Infectious,NM,deaths,354
2007,Infectious,NM,population,1990070
2007,Infectious,NM,crude_rate,17.8
2008,Infectious,NM,deaths,415
2008,Infectious,NM,population,2010662
2008,Infectious,NM,crude_rate,20.6
2009,Infectious,NM,deaths,472
2009,Infectious,NM,population,2036802
2009,Infectious,NM,crude_rate,23.2
2010,Infectious,NM,deaths,422
2010,Infectious,NM,population,2059179
2010,Infectious,NM,crude_rate,20.5
1999,Infectious,NY,deaths,5600
1999,Infectious,NY,population,18882725
1999,Infectious,NY,crude_rate,29.7
2000,Infectious,NY,deaths,5421
2000,Infectious,NY,population,18976457
2000,Infectious,NY,crude_rate,28.6
2001,Infectious,NY,deaths,5337
2001,Infectious,NY,population,19082838
2001,Infectious,NY,crude_rate,28
2002,Infectious,NY,deaths,5359
2002,Infectious,NY,population,19137800
2002,Infectious,NY,crude_rate,28
2003,Infectious,NY,deaths,5064
2003,Infectious,NY,population,19175939
2003,Infectious,NY,crude_rate,26.4
2004,Infectious,NY,deaths,5090
2004,Infectious,NY,population,19171567
2004,Infectious,NY,crude_rate,26.5
2005,Infectious,NY,deaths,5126
2005,Infectious,NY,population,19132610
2005,Infectious,NY,crude_rate,26.8
2006,Infectious,NY,deaths,5082
2006,Infectious,NY,population,19104631
2006,Infectious,NY,crude_rate,26.6
2007,Infectious,NY,deaths,4958
2007,Infectious,NY,population,19132335
2007,Infectious,NY,crude_rate,25.9
2008,Infectious,NY,deaths,5035
2008,Infectious,NY,population,19212436
2008,Infectious,NY,crude_rate,26.2
2009,Infectious,NY,deaths,5049
2009,Infectious,NY,population,19307066
2009,Infectious,NY,crude_rate,26.2
2010,Infectious,NY,deaths,4899
2010,Infectious,NY,population,19378102
2010,Infectious,NY,crude_rate,25.3
1999,Infectious,NC,deaths,1852
1999,Infectious,NC,population,7949361
1999,Infectious,NC,crude_rate,23.3
2000,Infectious,NC,deaths,1861
2000,Infectious,NC,population,8049313
2000,Infectious,NC,crude_rate,23.1
2001,Infectious,NC,deaths,1900
2001,Infectious,NC,population,8210122
2001,Infectious,NC,crude_rate,23.1
2002,Infectious,NC,deaths,2028
2002,Infectious,NC,population,8326201
2002,Infectious,NC,crude_rate,24.4
2003,Infectious,NC,deaths,2121
2003,Infectious,NC,population,8422501
2003,Infectious,NC,crude_rate,25.2
2004,Infectious,NC,deaths,2063
2004,Infectious,NC,population,8553152
2004,Infectious,NC,crude_rate,24.1
2005,Infectious,NC,deaths,2151
2005,Infectious,NC,population,8705407
2005,Infectious,NC,crude_rate,24.7
2006,Infectious,NC,deaths,2164
2006,Infectious,NC,population,8917270
2006,Infectious,NC,crude_rate,24.3
2007,Infectious,NC,deaths,2154
2007,Infectious,NC,population,9118037
2007,Infectious,NC,crude_rate,23.6
2008,Infectious,NC,deaths,2328
2008,Infectious,NC,population,9309449
2008,Infectious,NC,crude_rate,25
2009,Infectious,NC,deaths,2361
2009,Infectious,NC,population,9449566
2009,Infectious,NC,crude_rate,25
2010,Infectious,NC,deaths,2375
2010,Infectious,NC,population,9535483
2010,Infectious,NC,crude_rate,24.9
1999,Infectious,ND,deaths,65
1999,Infectious,ND,population,644259
1999,Infectious,ND,crude_rate,10.1
2000,Infectious,ND,deaths,59
2000,Infectious,ND,population,642200
2000,Infectious,ND,crude_rate,9.2
2001,Infectious,ND,deaths,65
2001,Infectious,ND,population,639062
2001,Infectious,ND,crude_rate,10.2
2002,Infectious,ND,deaths,71
2002,Infectious,ND,population,638168
2002,Infectious,ND,crude_rate,11.1
2003,Infectious,ND,deaths,63
2003,Infectious,ND,population,638817
2003,Infectious,ND,crude_rate,9.9
2004,Infectious,ND,deaths,67
2004,Infectious,ND,population,644705
2004,Infectious,ND,crude_rate,10.4
2005,Infectious,ND,deaths,69
2005,Infectious,ND,population,646089
2005,Infectious,ND,crude_rate,10.7
2006,Infectious,ND,deaths,70
2006,Infectious,ND,population,649422
2006,Infectious,ND,crude_rate,10.8
2007,Infectious,ND,deaths,61
2007,Infectious,ND,population,652822
2007,Infectious,ND,crude_rate,9.3
2008,Infectious,ND,deaths,73
2008,Infectious,ND,population,657569
2008,Infectious,ND,crude_rate,11.1
2009,Infectious,ND,deaths,82
2009,Infectious,ND,population,664968
2009,Infectious,ND,crude_rate,12.3
2010,Infectious,ND,deaths,83
2010,Infectious,ND,population,672591
2010,Infectious,ND,crude_rate,12.3
1999,Infectious,OH,deaths,2338
1999,Infectious,OH,population,11335454
1999,Infectious,OH,crude_rate,20.6
2000,Infectious,OH,deaths,2297
2000,Infectious,OH,population,11353140
2000,Infectious,OH,crude_rate,20.2
2001,Infectious,OH,deaths,2217
2001,Infectious,OH,population,11387404
2001,Infectious,OH,crude_rate,19.5
2002,Infectious,OH,deaths,2578
2002,Infectious,OH,population,11407889
2002,Infectious,OH,crude_rate,22.6
